id	model_id	date_created	target_result	sample_id_deprecating	source_id	source_origin	llm_prompt_tokens	llm_completion_tokens	llm_finish_reason
50	gpt3.5_en_nan01_poj	20231005	Bô khìn iūnn-áu kóng tī chhut-siánn lāi tī chhut-siánn, iánn-sī sī chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī chhut-siánn lāi tī chhut-siánn, chiah ê tī	50	50	wiki	101	2048	length
51	gpt3.5_en_nan01_poj	20231005	Buddhism khìn-chiàu lâng kóng-hōan, chhē-khìn lâng kóng-chhē, hōan-á-khìn lâng kóng-sim, lâng kóng-chheng-hūn. Buddhism khìn-chiàu chheng-hūn lâng kóng-chhiú-chheng, chheng-hūn lâng kóng-chheng-chiá, chiah-sī lâng chheng-hūn chhiú-chheng chheng-hūn kóng-hōan ê hō-kì.	51	51	wiki	101	152	stop
52	gpt3.5_en_nan01_poj	20231005	Siddhartha Gautama khì-chhut sī tio̍h-ê kàu-siáⁿ, chi̍t-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, chit-ê ū sī bô-hōe kám-ji̍p, ch	52	52	wiki	139	2048	length
53	gpt3.5_en_nan01_poj	20231005	Buddhism ê ngiân-sū lāi kóng, tī koh-oân ê kúi-sū lāi tōng-tōng kíng-hōng, bô-tōng kì-tiong ê kúi-sū lāi tōng-tōng kíng-hōng.	53	53	wiki	79	77	stop
54	gpt3.5_en_nan01_poj	20231005	Lē-sòa Sū-ji̍t-gī sī Chú-gī Sū-ji̍t ê chhut-siáⁿ, chit-ê Si-tat-tō Kau-tō-má sī chi̍t-ê chhut-siáⁿ ê lāng, bē tī chi̍t-ê thong-iû lāng, mā sī chi̍t-ê thong-iû lāng, i sī khó-lâng lāi tō-siáⁿ lāi kài-khoàⁿ Chú-gī Sū-ji̍t ê lāi-á ê sī-kiāⁿ. Khó-lâng, jī-sī khó-lâng beh thong-iû Chú-gī Sū-ji̍t ê lāi-á, bē kā lāng ê chòe-siāⁿ lâi kiàn-chhut, kāi-khoàⁿ chit-ê chhut-siáⁿ ê Arhat ê chhut-siáⁿ. Lē-sòa Sū-ji̍t-gī tī-á ê chhut-siáⁿ, chit-ê sī chhut-siáⁿ-khì, sī chhut-siáⁿ-khì chhut-siáⁿ ê chhut-siáⁿ, i sī chiah-lâng chhut-siáⁿ tī chhut-siáⁿ ê sèng-chheng, iāu-tī sī chiah-lâng chhut-siáⁿ tī chhut-siáⁿ ê lāi-á.	54	54	wiki	167	407	stop
55	gpt3.5_en_nan01_poj	20231005	Da̍i-chèng Bú-tō͘-giáo siūⁿ-sī tio̍h-lāi ê lâng tī chiah ê Bú-tō͘, bē tī chiah ê chìn-líng kah chiuⁿ-siūⁿ chhut-sìn ê lâng, chit-ê sī, cheng-chú Bú-tō͘. Da̍i-chèng Bú-tō͘-giáo tī ên-chiáu chiuⁿ-siūⁿ cheng-chú Bú-tō͘, iánn-ūi iánn-m̄-nāi khòaⁿ lāu-lī, chia̍h-lâi iā Bú-tō͘ ê sim, lí kah khòaⁿ-tio̍h cheng-chú Bú-tō͘ ên-chiáu tī ū-ê sī-ū.	55	55	wiki	136	229	stop
56	gpt3.5_en_nan01_poj	20231005	Jīn-ji̍t ê kong-ha̍k tī chit ê tōng-siáⁿ, iánn-tōng ê kong-ha̍k, iāu-ha̍k, lâi tī Eng-gí ê chham-chiáⁿ, kóng-tiong ê chham-chiáⁿ. Chú-iáⁿ kong-ha̍k, iāu-ha̍k, lâi tī AI ê kong-ha̍k, kóng-tiong ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi tī AI ê kong-ha̍k, lâi t	56	56	wiki	131	2048	length
57	gpt3.5_en_nan01_poj	20231005	"Chhut-sìn
Jīn-ji̍t ê kàu-hōe sī tōa-tīng chhut-sìn, chhit-êng chhut-sìn ê sú-iōng sī chúi-ha̍k chhut-sìn, chúi-ha̍k ê sú-iōng sī Chhù-pêng."	57	57	wiki	77	94	stop
58	gpt3.5_en_nan01_poj	20231005	iPhone sī Apple Inc. kám ê mó͘-tō͘-tō͘ sè-hūi, chèng-chok ê iOS mó͘-kiāⁿ-soat kám ê mó͘-kiāⁿ. Tsi̍t-ê iPhone sī 2007 nî 1 goe̍h 9 ji̍t, Apple Inc. ê tōng-ka-cho͘ Steve Jobs tī Cupertino, USA tōa-pō͘-hōe, 2007 nî 6 goe̍h 29 ji̍t chí-á-khòaⁿ. 2015 nî 9 goe̍h 9 ji̍t, Apple Inc. tī Cupertino, USA kóng-chèng tīng-ka-cho͘, pò-á-jī iPhone 6S ê sin-sè, 2015 nî 9 goe̍h 25 ji̍t chí-á-khòaⁿ. Apple Inc. kám ê iPhone sè-hūi, tio̍h ê thiⁿ-chúi kap chóng-keng ê chhut-siāⁿ, iáu-sī tsi̍t-ê tōa ê keng-hêng mó͘-kiāⁿ sèng-chèng.	58	58	wiki	196	311	stop
59	gpt3.5_en_nan01_poj	20231005	iPhone ê sī-á sī chi̍t-ê gōa-hiān ê sè-lâm, i sī chi̍t-ê bô-ha̍k ê sè-lâm, kā sī tī chhut-siáⁿ ê sè-lâm. I sī chi̍t-ê hō͘-tōng kong-siáu ê tōa-hō͘, chheh chhut-siáⁿ ê tōa-hō͘, chhiau-á ê tōa-hō͘, chhōe-siōng ê tōa-hō͘, chheng-chheng ê tōa-hō͘, chhiau-siū ê tōa-hō͘ kap iāu ê tōa-hō͘. iPhone sī chi̍t-ê ko-hián ê hō͘-tōng, tī chhut-siáⁿ Wi-Fi, 2G, 3G kap LTE ê kah-kiat; chit-ê gōa-hōe ê bān-kok kah-kiat liáu khòaⁿ VPN kah-kiat, chit-ê tī chhut-siáⁿ ê hō͘-tōng, chit-ê kóng-siū ê hō͘, chit-ê chheng-chheng ê hō͘ kap chit-ê tōa-hō͘. Tī chhut-siáⁿ ê tōa-hō͘ kah-kiat, chú-iáⁿ chit-ê chit-ê ê kah-kiat, GPS tōng-siōng, kap chheh-chhut ê tōa-hō͘ tōng-siōng, chia̍h-á ê lâng chit-ê chit-ê ê chheng-sī kap siū-siōng ê tōa-hō͘, chia̍h-á ê lâng tī chhut-siáⁿ ê chheng-sī kap thông-tī ê tōa-hō͘, chia̍h-á ê lâng chit-ê chit-ê ê tōa-hō͘.	59	59	wiki	222	538	stop
60	gpt3.5_en_nan01_poj	20231005	Michael Joseph Jackson sī chi̍t-ê American kàu-kî ê káu-gōan, chi̍t-ê bí-kok ê bí-kok-lâng, tī Indiana, USA chhut-sì.	60	60	wiki	80	55	stop
61	gpt3.5_en_nan01_poj	20231005	Jackson kóng-kài chhut-siáu The Jackson 5 ê chhut-siáu, chit-ê ūi-tiān 11 suì, kāi-hō͘ chhut-siáu ê chhut-siáu, 1971 nî. I ê chhut-siáu Off the Wall, Thriller, Bad, Dangerous, kap HIStory, tī-ūi chhut-siáu chhut-siáu.	61	61	wiki	109	115	stop
62	gpt3.5_en_nan01_poj	20231005	I kóng-ūi "Pop-ê Ông" iáu-tio̍h 13 Grammy Awards, chit-ê hit-chiú 13 ê êng-chèng.	62	62	wiki	84	45	stop
63	gpt3.5_en_nan01_poj	20231005	Bí-kok	63	63	wiki	62	4	stop
64	gpt3.5_en_nan01_poj	20231005	Michael Joseph Jackson ē-sái 1958 nî 8-gue̍h 29 ji̍t, Indiana ê Gary chhī-tī. I ē-sái ê Jackson kā-lâi chit-ê chhut-si̍t ê chhiáⁿ. I ê chhiáⁿ sī chi̍t-ê kòe-siáⁿ ê African American kā-lâi ê kàu-lâi kāng-chèng chhiáⁿ. Michael ê māmá, Katherine Esther Scruse, sī chi̍t-ê chhut-siáⁿ ê Jehovah's Witness, i ê ài-pêng, Joseph Walter Jackson, sī chi̍t-ê chhiúⁿ-kak, U.S. Steel kong-si ê gōng-ê, kap i ē-sái kāi-tī chi̍t-ê lō͘-bān, The Falcons.	64	64	wiki	155	224	stop
65	gpt3.5_en_nan01_poj	20231005	Hokkien, iáu kóng ê Bân-lâm-gú, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê gōa-tiān, sī Tâi-oân ê chi̍t ê	65	65	wiki	193	2048	length
66	gpt3.5_en_nan01_poj	20231005	Khiáⁿ lâng thong-iūn sio "Hokkien", i kî-thaⁿ thong-iūn ê lâng sī hōa ê lâng, tōaⁿ-chiu, Chiang-chiu kap Hái-hāi ê bûn-tō͘, bīn-chiáⁿ Tâi-oân ê thong-iūn.	66	66	wiki	100	95	stop
67	gpt3.5_en_nan01_poj	20231005	Tiong-kok ê kè-kok-lâng tō Hok-kiàn gí-giân iōng Bân-lâm-oē. Tâi-tiong ê jîn-bîn, iōng "Hok-kiàn-gí", tō Tâi-uân iōng "Hok-ló-gí", "Tâi-oân-gí", kap "Tâi-oân-oē". Hóng-káng ē iōng-sī chit-ê.	67	67	wiki	130	115	stop
68	gpt3.5_en_nan01_poj	20231005	Hok-kiàn-gí ê gôa-chūn tōng-sòe tī Tiong-kok ê Hok-kiàn-chiu, chit-ê tōng-sòe tī Chiang-chiu, Chôan-chiu, Hia̍p-bûn.	68	68	wiki	95	67	stop
69	gpt3.5_en_nan01_poj	20231005	Ē-mn̂g lâng tio̍h Xiamen ê bûn-lêng kap Tâi-oân ê bûn-lêng iáu-sī pán-tāi ê Hok-kiàn ê chuân-piáu. Iânn-lâm ê Hainan, Hainanese ê bûn-lêng iáu-sī chit-êng tsóng-sī.	69	69	wiki	96	98	stop
70	gpt3.5_en_nan01_poj	20231005	名字 (miâ-chú)	70	70	wiki	61	8	stop
